Feb 20, 2021	$0.5669	$0.5824	$0.4824	$0.5175	$7,892,199,926	$23,497,139,197
Feb 19, 2021	$0.5326	$0.5791	$0.5207	$0.5670	$6,896,487,164	$25,744,927,541
Feb 18, 2021	$0.5351	$0.5586	$0.5239	$0.5324	$5,621,706,995	$24,174,607,717
Feb 17, 2021	$0.5208	$0.5544	$0.4971	$0.5355	$9,332,962,077	$24,315,547,799
Feb 16, 2021	$0.5486	$0.5773	$0.4900	$0.5208	$10,310,430,732	$23,648,505,355
Feb 15, 2021	$0.5935	$0.6001	$0.5216	$0.5489	$10,563,510,365	$24,922,969,086
Feb 14, 2021	$0.6284	$0.6324	$0.5672	$0.5942	$10,460,949,240	$26,978,760,718
Feb 13, 2021	$0.6081	$0.6370	$0.5499	$0.6290	$14,161,115,005	$28,558,959,198
Feb 12, 2021	$0.5246	$0.6126	$0.5183	$0.6086	$13,950,086,407	$27,632,542,730
Feb 11, 2021	$0.5031	$0.5276	$0.5011	$0.5248	$8,979,459,920	$23,827,421,835
Feb 10, 2021	$0.4719	$0.5341	$0.4660	$0.5034	$13,793,347,172	$22,858,444,785
Feb 09, 2021	$0.4477	$0.4852	$0.4476	$0.4720	$9,634,769,935	$21,430,272,599
Feb 08, 2021	$0.4178	$0.4599	$0.4127	$0.4477	$8,180,714,581	$20,327,474,410
Feb 07, 2021	$0.4391	$0.4455	$0.3988	$0.4180	$7,495,069,765	$18,976,956,807
Feb 06, 2021	$0.4502	$0.4523	$0.4267	$0.4391	$7,625,571,666	$19,936,712,822
Feb 05, 2021	$0.4453	$0.4647	$0.4251	$0.4500	$10,229,060,640	$20,433,948,824
Feb 04, 2021	$0.3934	$0.4723	$0.3792	$0.4464	$13,193,400,182	$20,270,587,945
Feb 03, 2021	$0.3694	$0.4081	$0.3694	$0.3935	$8,672,301,822	$17,866,022,515
Feb 02, 2021	$0.3705	$0.4043	$0.3443	$0.3693	$12,756,138,062	$16,766,345,436
Feb 01, 2021	$0.4925	$0.7448	$0.3607	$0.3715	$34,974,233,953	$16,867,989,812
Jan 31, 2021	$0.4378	$0.4997	$0.3895	$0.4923	$24,394,851,756	$22,353,042,408
Jan 30, 2021	$0.2822	$0.4893	$0.2798	$0.4402	$24,417,465,997	$19,988,871,043
Jan 29, 2021	$0.2705	$0.3102	$0.2605	$0.2822	$8,031,899,348	$12,812,456,128
Jan 28, 2021	$0.2519	$0.2603	$0.2488	$0.2573	$2,935,777,810	$11,681,449,212
Jan 27, 2021	$0.2689	$0.2690	$0.2455	$0.2519	$2,940,937,079	$11,439,248,738
Jan 26, 2021	$0.2690	$0.2711	$0.2597	$0.2688	$2,790,821,503	$12,205,812,184
Jan 25, 2021	$0.2735	$0.2824	$0.2688	$0.2691	$2,925,493,997	$12,217,714,233
Jan 24, 2021	$0.2718	$0.2774	$0.2702	$0.2735	$2,472,431,875	$12,418,387,933
Jan 23, 2021	$0.2726	$0.2826	$0.2670	$0.2718	$3,018,882,841	$12,341,790,398
Jan 22, 2021	$0.2688	$0.2778	$0.2449	$0.2728	$4,501,765,714	$12,386,155,167
Jan 21, 2021	$0.2965	$0.3062	$0.2631	$0.2689	$4,453,463,443	$12,211,250,678
Jan 20, 2021	$0.2942	$0.3086	$0.2820	$0.2965	$4,528,341,598	$13,463,112,369
Jan 19, 2021	$0.2848	$0.3262	$0.2840	$0.2943	$5,583,136,814	$13,363,027,569
Jan 18, 2021	$0.2774	$0.2876	$0.2726	$0.2848	$3,239,112,861	$12,929,668,504
Jan 17, 2021	$0.2801	$0.2853	$0.2707	$0.2774	$3,488,557,208	$12,594,335,138
Jan 16, 2021	$0.2803	$0.2952	$0.2770	$0.2802	$4,116,256,007	$12,721,680,326
Jan 15, 2021	$0.2956	$0.3018	$0.2647	$0.2804	$4,955,409,029	$12,731,539,391
Jan 14, 2021	$0.3055	$0.3083	$0.2842	$0.2954	$5,277,189,444	$13,414,071,298
Jan 13, 2021	$0.2920	$0.3088	$0.2869	$0.3056	$4,831,812,051	$13,874,553,414
Jan 12, 2021	$0.2887	$0.3099	$0.2794	$0.2921	$6,557,418,314	$13,263,566,887
Jan 11, 2021	$0.3179	$0.3179	$0.2595	$0.2889	$9,787,288,503	$13,117,452,414
Jan 10, 2021	$0.3268	$0.3652	$0.2922	$0.3183	$9,647,740,012	$14,453,755,388
