Feb 19, 2021	$51,675.98	$56,113.65	$50,937.28	$55,888.13	$63,495,496,918	$1,041,380,696,669
Feb 18, 2021	$52,140.97	$52,474.11	$51,015.76	$51,679.80	$52,054,723,579	$962,915,078,024
Feb 17, 2021	$49,207.28	$52,533.91	$49,072.38	$52,149.01	$80,820,545,404	$971,611,626,454
Feb 16, 2021	$47,944.46	$50,341.10	$47,201.30	$49,199.87	$77,049,582,886	$916,623,418,254
Feb 15, 2021	$48,696.54	$48,875.57	$46,347.48	$47,945.06	$77,069,903,166	$893,210,080,039
Feb 14, 2021	$47,114.51	$49,487.64	$47,114.51	$48,717.29	$71,248,675,228	$907,551,330,153
Feb 13, 2021	$47,491.20	$48,047.74	$46,392.28	$47,105.52	$70,250,456,155	$877,478,894,464
Feb 12, 2021	$47,877.03	$48,745.73	$46,424.98	$47,504.85	$76,555,041,196	$884,874,050,612
Feb 11, 2021	$44,898.71	$48,463.47	$44,187.76	$47,909.33	$81,388,911,810	$892,364,856,136
Feb 10, 2021	$46,469.76	$47,145.57	$43,881.15	$44,918.18	$87,301,089,896	$836,616,907,527
Feb 09, 2021	$46,184.99	$48,003.72	$45,166.96	$46,481.10	$91,809,846,886	$865,682,956,619
Feb 08, 2021	$38,886.83	$46,203.93	$38,076.32	$46,196.46	$101,467,222,687	$860,342,706,260
Feb 07, 2021	$39,250.19	$39,621.84	$37,446.15	$38,903.44	$65,500,641,143	$724,478,833,211
Feb 06, 2021	$38,138.39	$40,846.55	$38,138.39	$39,266.01	$71,326,033,653	$731,192,490,093
Feb 05, 2021	$36,931.55	$38,225.91	$36,658.76	$38,144.31	$58,598,066,402	$710,266,752,534
Feb 04, 2021	$37,475.10	$38,592.18	$36,317.50	$36,926.06	$68,838,074,392	$687,542,752,523
Feb 03, 2021	$35,510.82	$37,480.19	$35,443.98	$37,472.09	$61,166,818,159	$697,672,910,488
Feb 02, 2021	$33,533.20	$35,896.88	$33,489.22	$35,510.29	$63,088,585,433	$661,114,581,664
Feb 01, 2021	$33,114.58	$34,638.21	$32,384.23	$33,537.18	$61,400,400,660	$624,349,044,409
Jan 31, 2021	$34,270.88	$34,288.33	$32,270.18	$33,114.36	$52,754,542,671	$616,452,744,533
Jan 30, 2021	$34,295.94	$34,834.71	$32,940.19	$34,269.52	$65,141,828,798	$637,924,573,284
Jan 29, 2021	$34,318.67	$37,627.64	$32,064.81	$36,896.32	$108,069,233,690	$686,772,883,636
Jan 28, 2021	$30,441.04	$33,858.31	$30,023.21	$33,466.10	$76,517,157,706	$622,910,073,820
Jan 27, 2021	$32,564.03	$32,564.03	$29,367.14	$30,432.55	$62,576,762,015	$566,417,413,554
Jan 26, 2021	$32,358.61	$32,794.55	$31,030.27	$32,569.85	$60,255,421,470	$606,169,260,387
Jan 25, 2021	$32,285.80	$34,802.74	$32,087.79	$32,366.39	$59,897,054,838	$602,350,097,075
Jan 24, 2021	$32,064.38	$32,944.01	$31,106.69	$32,289.38	$48,643,830,599	$600,888,568,010
Jan 23, 2021	$32,985.76	$33,360.98	$31,493.16	$32,067.64	$48,354,737,975	$596,733,137,645
Jan 22, 2021	$30,817.63	$33,811.85	$28,953.37	$33,005.76	$77,207,272,511	$614,160,521,492
Jan 21, 2021	$35,549.40	$35,552.68	$30,250.75	$30,825.70	$75,643,067,688	$573,565,664,943
Jan 20, 2021	$36,050.11	$36,378.33	$33,570.48	$35,547.75	$66,834,573,161	$661,400,102,161
Jan 19, 2021	$36,642.23	$37,755.89	$36,069.81	$36,069.81	$57,244,195,486	$671,081,200,700
Jan 18, 2021	$35,792.24	$37,299.29	$34,883.84	$36,630.08	$49,511,702,429	$681,470,030,572
